brake,date,driver_number,drs,meeting_key,n_gear,rpm,session_key,speed,throttle,millis
100,2025-04-20T17:26:33.779+01:00,81,1,1258,6,10182,10022,220,0,1745166393779
100,2025-04-20T17:26:34.139+01:00,81,1,1258,6,9310,10022,201,0,1745166394139
100,2025-04-20T17:26:34.299+01:00,81,1,1258,6,9729,10022,195,0,1745166394299
100,2025-04-20T17:26:34.579+01:00,81,1,1258,5,9415,10022,172,0,1745166394579
100,2025-04-20T17:26:34.779+01:00,81,1,1258,5,10356,10022,162,0,1745166394779
100,2025-04-20T17:26:35.179+01:00,81,1,1258,3,9867,10022,146,0,1745166395179
100,2025-04-20T17:26:35.499+01:00,81,1,1258,3,9087,10022,127,0,1745166395499
100,2025-04-20T17:26:35.820+01:00,81,1,1258,3,8138,10022,119,0,1745166395820
100,2025-04-20T17:26:36.060+01:00,81,1,1258,3,7531,10022,109,0,1745166396060
100,2025-04-20T17:26:36.460+01:00,81,1,1258,3,6979,10022,99,0,1745166396460
0,2025-04-20T17:26:36.820+01:00,81,1,1258,3,6729,10022,96,0,1745166396820
0,2025-04-20T17:26:37.020+01:00,81,1,1258,3,6751,10022,95,0,1745166397020
0,2025-04-20T17:26:37.980+01:00,81,1,1258,3,6777,10022,94,18,1745166397980
0,2025-04-20T17:26:38.220+01:00,81,1,1258,3,7032,10022,96,18,1745166398220
0,2025-04-20T17:26:38.540+01:00,81,1,1258,3,7499,10022,100,39,1745166398540
0,2025-04-20T17:26:38.700+01:00,81,1,1258,3,7477,10022,104,39,1745166398700
0,2025-04-20T17:26:38.940+01:00,81,1,1258,3,7815,10022,107,49,1745166398940
0,2025-04-20T17:26:39.220+01:00,81,1,1258,3,8281,10022,114,52,1745166399220
0,2025-04-20T17:26:39.500+01:00,81,1,1258,3,8862,10022,119,56,1745166399500
0,2025-04-20T17:26:39.780+01:00,81,1,1258,3,9428,10022,129,61,1745166399780
0,2025-04-20T17:26:39.979+01:00,81,1,1258,3,9860,10022,135,67,1745166399979
0,2025-04-20T17:26:40.459+01:00,81,1,1258,3,10666,10022,147,74,1745166400459
0,2025-04-20T17:26:40.619+01:00,81,1,1258,3,10785,10022,153,75,1745166400619
0,2025-04-20T17:26:40.859+01:00,81,1,1258,4,9888,10022,158,76,1745166400859
0,2025-04-20T17:26:41.059+01:00,81,1,1258,4,10269,10022,163,80,1745166401059
0,2025-04-20T17:26:41.459+01:00,81,1,1258,4,10927,10022,173,84,1745166401459
0,2025-04-20T17:26:41.619+01:00,81,1,1258,4,11190,10022,177,86,1745166401619
0,2025-04-20T17:26:42.099+01:00,81,1,1258,4,11201,10022,194,97,1745166402099
0,2025-04-20T17:26:42.500+01:00,81,1,1258,5,10932,10022,205,98,1745166402500
0,2025-04-20T17:26:42.740+01:00,81,1,1258,5,11160,10022,209,98,1745166402740
0,2025-04-20T17:26:42.940+01:00,81,1,1258,5,11469,10022,212,98,1745166402940
0,2025-04-20T17:26:43.260+01:00,81,1,1258,5,11528,10022,219,99,1745166403260
0,2025-04-20T17:26:43.540+01:00,81,1,1258,5,10995,10022,227,99,1745166403540
0,2025-04-20T17:26:43.860+01:00,81,1,1258,6,10547,10022,230,99,1745166403860
0,2025-04-20T17:26:44.180+01:00,81,1,1258,6,10735,10022,234,99,1745166404180
0,2025-04-20T17:26:44.420+01:00,81,1,1258,6,10818,10022,236,94,1745166404420
0,2025-04-20T17:26:44.700+01:00,81,1,1258,6,10832,10022,235,92,1745166404700
0,2025-04-20T17:26:45.020+01:00,81,1,1258,6,10763,10022,234,60,1745166405020
0,2025-04-20T17:26:45.180+01:00,81,1,1258,6,10682,10022,234,60,1745166405180
0,2025-04-20T17:26:45.540+01:00,81,1,1258,6,10703,10022,234,63,1745166405540
0,2025-04-20T17:26:45.700+01:00,81,1,1258,6,10745,10022,234,64,1745166405700
0,2025-04-20T17:26:45.940+01:00,81,1,1258,6,10723,10022,233,67,1745166405940
0,2025-04-20T17:26:46.180+01:00,81,1,1258,6,10682,10022,236,63,1745166406180
0,2025-04-20T17:26:46.340+01:00,81,1,1258,6,10625,10022,236,35,1745166406340
0,2025-04-20T17:26:46.779+01:00,81,1,1258,6,10442,10022,228,46,1745166406779
0,2025-04-20T17:26:47.179+01:00,81,1,1258,6,10421,10022,226,67,1745166407179
0,2025-04-20T17:26:47.379+01:00,81,1,1258,6,10421,10022,227,74,1745166407379
0,2025-04-20T17:26:47.779+01:00,81,1,1258,6,10279,10022,231,83,1745166407779
100,2025-04-20T17:26:48.059+01:00,81,1,1258,6,10415,10022,228,0,1745166408059
100,2025-04-20T17:26:48.339+01:00,81,1,1258,5,11566,10022,221,0,1745166408339
0,2025-04-20T17:26:48.659+01:00,81,1,1258,5,11004,10022,217,0,1745166408659
0,2025-04-20T17:26:48.900+01:00,81,1,1258,5,10858,10022,209,0,1745166408900
0,2025-04-20T17:26:49.220+01:00,81,1,1258,5,10556,10022,202,11,1745166409220
0,2025-04-20T17:26:50.340+01:00,81,1,1258,5,11276,10022,216,77,1745166410340
0,2025-04-20T17:26:50.500+01:00,81,1,1258,5,11329,10022,215,72,1745166410500
0,2025-04-20T17:26:50.860+01:00,81,1,1258,5,11467,10022,217,78,1745166410860
0,2025-04-20T17:26:51.060+01:00,81,1,1258,5,11647,10022,219,89,1745166411060
0,2025-04-20T17:26:51.300+01:00,81,1,1258,5,10608,10022,224,99,1745166411300
0,2025-04-20T17:26:51.460+01:00,81,1,1258,6,10377,10022,224,99,1745166411460
0,2025-04-20T17:26:51.700+01:00,81,1,1258,6,10602,10022,228,99,1745166411700
0,2025-04-20T17:26:52.100+01:00,81,1,1258,6,10814,10022,238,99,1745166412100
0,2025-04-20T17:26:52.540+01:00,81,1,1258,6,11260,10022,246,99,1745166412540
0,2025-04-20T17:26:52.740+01:00,81,1,1258,6,11456,10022,247,99,1745166412740
0,2025-04-20T17:26:52.900+01:00,81,1,1258,6,11456,10022,250,99,1745166412900
0,2025-04-20T17:26:53.060+01:00,81,1,1258,6,11609,10022,254,99,1745166413060
0,2025-04-20T17:26:53.260+01:00,81,1,1258,6,10998,10022,256,99,1745166413260
0,2025-04-20T17:26:53.539+01:00,81,1,1258,7,10482,10022,262,99,1745166413539
0,2025-04-20T17:26:53.779+01:00,81,1,1258,7,10656,10022,265,99,1745166413779
0,2025-04-20T17:26:54.179+01:00,81,1,1258,7,10857,10022,271,99,1745166414179
0,2025-04-20T17:26:54.339+01:00,81,1,1258,7,10878,10022,272,99,1745166414339
0,2025-04-20T17:26:54.739+01:00,81,1,1258,7,11000,10022,276,99,1745166414739
0,2025-04-20T17:26:55.059+01:00,81,1,1258,7,11237,10022,279,99,1745166415059
0,2025-04-20T17:26:55.340+01:00,81,1,1258,7,11312,10022,281,99,1745166415340
0,2025-04-20T17:26:55.500+01:00,81,1,1258,7,11330,10022,283,99,1745166415500
0,2025-04-20T17:26:55.820+01:00,81,1,1258,7,11417,10022,286,99,1745166415820
0,2025-04-20T17:26:56.260+01:00,81,1,1258,7,11583,10022,289,99,1745166416260
0,2025-04-20T17:26:56.420+01:00,81,1,1258,7,11603,10022,290,99,1745166416420
0,2025-04-20T17:26:56.860+01:00,81,1,1258,7,11694,10022,292,99,1745166416860
0,2025-04-20T17:26:57.060+01:00,81,1,1258,8,10466,10022,293,99,1745166417060
0,2025-04-20T17:26:57.340+01:00,81,1,1258,8,10313,10022,293,99,1745166417340
0,2025-04-20T17:26:57.580+01:00,81,1,1258,8,10406,10022,294,99,1745166417580
0,2025-04-20T17:26:57.780+01:00,81,1,1258,8,10318,10022,293,99,1745166417780
0,2025-04-20T17:26:58.020+01:00,81,1,1258,8,10190,10022,292,95,1745166418020
100,2025-04-20T17:26:58.300+01:00,81,1,1258,8,9987,10022,285,0,1745166418300
100,2025-04-20T17:26:58.460+01:00,81,1,1258,8,9628,10022,281,0,1745166418460
100,2025-04-20T17:26:58.660+01:00,81,1,1258,8,8820,10022,263,0,1745166418660
100,2025-04-20T17:26:58.900+01:00,81,1,1258,8,7958,10022,231,0,1745166418900
100,2025-04-20T17:26:59.260+01:00,81,1,1258,8,8840,10022,205,0,1745166419260
100,2025-04-20T17:26:59.460+01:00,81,1,1258,6,8884,10022,193,0,1745166419460
100,2025-04-20T17:26:59.820+01:00,81,1,1258,6,9792,10022,177,0,1745166419820
0,2025-04-20T17:27:00.060+01:00,81,1,1258,4,10107,10022,171,0,1745166420060
0,2025-04-20T17:27:00.219+01:00,81,1,1258,4,9937,10022,168,0,1745166420219
0,2025-04-20T17:27:00.539+01:00,81,1,1258,4,9543,10022,162,0,1745166420539
0,2025-04-20T17:27:00.819+01:00,81,1,1258,4,9419,10022,156,0,1745166420819
0,2025-04-20T17:27:01.139+01:00,81,1,1258,4,9085,10022,151,0,1745166421139
0,2025-04-20T17:27:01.339+01:00,81,1,1258,4,8752,10022,147,2,1745166421339
0,2025-04-20T17:27:01.499+01:00,81,1,1258,4,9056,10022,144,7,1745166421499
0,2025-04-20T17:27:01.900+01:00,81,1,1258,4,9010,10022,145,32,1745166421900
0,2025-04-20T17:27:02.220+01:00,81,1,1258,4,9340,10022,150,69,1745166422220
0,2025-04-20T17:27:02.500+01:00,81,1,1258,4,9912,10022,157,83,1745166422500
0,2025-04-20T17:27:02.820+01:00,81,1,1258,4,10304,10022,162,88,1745166422820
0,2025-04-20T17:27:03.020+01:00,81,1,1258,4,10534,10022,169,91,1745166423020
0,2025-04-20T17:27:03.180+01:00,81,1,1258,4,11100,10022,177,98,1745166423180
0,2025-04-20T17:27:03.380+01:00,81,1,1258,4,11240,10022,177,99,1745166423380
0,2025-04-20T17:27:03.580+01:00,81,1,1258,4,11686,10022,189,98,1745166423580
0,2025-04-20T17:27:03.740+01:00,81,1,1258,4,10986,10022,192,98,1745166423740
0,2025-04-20T17:27:03.940+01:00,81,1,1258,5,10375,10022,197,98,1745166423940
0,2025-04-20T17:27:04.100+01:00,81,1,1258,5,10795,10022,202,98,1745166424100
0,2025-04-20T17:27:04.300+01:00,81,1,1258,5,11116,10022,208,99,1745166424300
0,2025-04-20T17:27:04.500+01:00,81,1,1258,5,11281,10022,212,99,1745166424500
0,2025-04-20T17:27:04.860+01:00,81,1,1258,5,11629,10022,219,99,1745166424860
0,2025-04-20T17:27:05.220+01:00,81,1,1258,6,10509,10022,226,99,1745166425220
0,2025-04-20T17:27:05.660+01:00,81,1,1258,6,10922,10022,236,99,1745166425660
0,2025-04-20T17:27:05.900+01:00,81,1,1258,6,11181,10022,244,99,1745166425900
0,2025-04-20T17:27:06.220+01:00,81,1,1258,6,11455,10022,249,99,1745166426220
0,2025-04-20T17:27:06.500+01:00,81,1,1258,6,11617,10022,251,98,1745166426500
0,2025-04-20T17:27:06.780+01:00,81,1,1258,6,11677,10022,258,98,1745166426780
0,2025-04-20T17:27:06.979+01:00,81,1,1258,6,10837,10022,261,98,1745166426979
0,2025-04-20T17:27:07.339+01:00,81,1,1258,7,10481,10022,262,98,1745166427339
0,2025-04-20T17:27:07.539+01:00,81,1,1258,7,10670,10022,266,98,1745166427539
0,2025-04-20T17:27:07.899+01:00,81,1,1258,7,10692,10022,267,98,1745166427899
0,2025-04-20T17:27:08.179+01:00,81,1,1258,7,10706,10022,267,98,1745166428179
0,2025-04-20T17:27:08.580+01:00,81,1,1258,7,10813,10022,270,98,1745166428580
0,2025-04-20T17:27:08.900+01:00,81,1,1258,7,10834,10022,272,98,1745166428900
0,2025-04-20T17:27:09.260+01:00,81,1,1258,7,10940,10022,273,98,1745166429260
0,2025-04-20T17:27:09.580+01:00,81,1,1258,7,10909,10022,273,99,1745166429580
0,2025-04-20T17:27:09.940+01:00,81,1,1258,7,10663,10022,273,0,1745166429940
100,2025-04-20T17:27:10.220+01:00,81,1,1258,7,10451,10022,259,0,1745166430220
100,2025-04-20T17:27:10.460+01:00,81,1,1258,7,9672,10022,242,0,1745166430460
100,2025-04-20T17:27:10.740+01:00,81,1,1258,7,10639,10022,215,0,1745166430740
100,2025-04-20T17:27:11.020+01:00,81,1,1258,5,9960,10022,196,0,1745166431020
100,2025-04-20T17:27:11.180+01:00,81,1,1258,5,9620,10022,188,0,1745166431180
0,2025-04-20T17:27:11.420+01:00,81,1,1258,5,9423,10022,185,0,1745166431420
0,2025-04-20T17:27:11.700+01:00,81,1,1258,5,9340,10022,180,1,1745166431700
0,2025-04-20T17:27:12.020+01:00,81,1,1258,5,9378,10022,176,39,1745166432020
0,2025-04-20T17:27:12.260+01:00,81,1,1258,5,9616,10022,177,74,1745166432260
0,2025-04-20T17:27:12.420+01:00,81,1,1258,5,9723,10022,178,82,1745166432420
0,2025-04-20T17:27:12.740+01:00,81,1,1258,5,10149,10022,188,99,1745166432740
0,2025-04-20T17:27:13.100+01:00,81,1,1258,5,10793,10022,202,98,1745166433100
0,2025-04-20T17:27:13.260+01:00,81,1,1258,5,10921,10022,203,90,1745166433260
0,2025-04-20T17:27:13.420+01:00,81,1,1258,5,11029,10022,206,88,1745166433420
0,2025-04-20T17:27:13.579+01:00,81,1,1258,5,11164,10022,210,89,1745166433579
0,2025-04-20T17:27:13.939+01:00,81,1,1258,5,11458,10022,216,91,1745166433939
0,2025-04-20T17:27:14.099+01:00,81,1,1258,5,10338,10022,218,88,1745166434099
0,2025-04-20T17:27:14.459+01:00,81,1,1258,6,10221,10022,221,87,1745166434459
0,2025-04-20T17:27:14.779+01:00,81,1,1258,6,10421,10022,225,87,1745166434779
0,2025-04-20T17:27:15.860+01:00,81,1,1258,6,10945,10022,239,81,1745166435860
0,2025-04-20T17:27:16.180+01:00,81,1,1258,6,11079,10022,242,80,1745166436180
0,2025-04-20T17:27:16.460+01:00,81,1,1258,6,11202,10022,244,80,1745166436460
0,2025-04-20T17:27:16.620+01:00,81,1,1258,6,11202,10022,246,80,1745166436620
0,2025-04-20T17:27:16.980+01:00,81,1,1258,6,11378,10022,250,79,1745166436980
0,2025-04-20T17:27:17.140+01:00,81,1,1258,6,11406,10022,250,78,1745166437140
0,2025-04-20T17:27:17.420+01:00,81,1,1258,6,11545,10022,253,78,1745166437420
0,2025-04-20T17:27:17.780+01:00,81,1,1258,6,11673,10022,256,74,1745166437780
0,2025-04-20T17:27:17.980+01:00,81,1,1258,6,11347,10022,257,72,1745166437980
0,2025-04-20T17:27:18.420+01:00,81,1,1258,7,10223,10022,258,71,1745166438420
0,2025-04-20T17:27:18.660+01:00,81,1,1258,7,10383,10022,258,69,1745166438660
0,2025-04-20T17:27:18.860+01:00,81,1,1258,7,10353,10022,259,69,1745166438860
0,2025-04-20T17:27:19.060+01:00,81,1,1258,7,10411,10022,260,69,1745166439060
0,2025-04-20T17:27:19.340+01:00,81,1,1258,7,10459,10022,261,69,1745166439340
0,2025-04-20T17:27:19.820+01:00,81,1,1258,7,10533,10022,263,72,1745166439820
0,2025-04-20T17:27:20.260+01:00,81,1,1258,7,10621,10022,265,72,1745166440260
0,2025-04-20T17:27:20.579+01:00,81,1,1258,7,10662,10022,267,72,1745166440579
0,2025-04-20T17:27:20.859+01:00,81,1,1258,7,10715,10022,268,69,1745166440859
0,2025-04-20T17:27:21.059+01:00,81,1,1258,7,10748,10022,268,69,1745166441059
0,2025-04-20T17:27:21.459+01:00,81,1,1258,7,10796,10022,269,69,1745166441459
0,2025-04-20T17:27:21.820+01:00,81,1,1258,7,10784,10022,271,70,1745166441820
0,2025-04-20T17:27:22.100+01:00,81,1,1258,7,10876,10022,272,71,1745166442100
0,2025-04-20T17:27:22.260+01:00,81,1,1258,7,10883,10022,272,72,1745166442260
0,2025-04-20T17:27:22.420+01:00,81,1,1258,7,10830,10022,272,72,1745166442420
0,2025-04-20T17:27:22.660+01:00,81,1,1258,7,10932,10022,272,72,1745166442660
0,2025-04-20T17:27:22.940+01:00,81,1,1258,7,10915,10022,273,72,1745166442940
0,2025-04-20T17:27:23.100+01:00,81,1,1258,7,10946,10022,274,72,1745166443100
0,2025-04-20T17:27:23.380+01:00,81,1,1258,7,10942,10022,275,72,1745166443380
0,2025-04-20T17:27:23.580+01:00,81,1,1258,7,10998,10022,276,71,1745166443580
0,2025-04-20T17:27:23.740+01:00,81,1,1258,7,11020,10022,276,70,1745166443740
0,2025-04-20T17:27:23.940+01:00,81,1,1258,7,11002,10022,276,69,1745166443940
0,2025-04-20T17:27:24.140+01:00,81,1,1258,7,11007,10022,277,69,1745166444140
0,2025-04-20T17:27:24.340+01:00,81,1,1258,7,11043,10022,276,69,1745166444340
0,2025-04-20T17:27:24.500+01:00,81,1,1258,7,11015,10022,277,68,1745166444500
0,2025-04-20T17:27:24.820+01:00,81,1,1258,7,11047,10022,277,68,1745166444820
0,2025-04-20T17:27:24.980+01:00,81,1,1258,7,11036,10022,277,68,1745166444980
0,2025-04-20T17:27:25.260+01:00,81,1,1258,7,11028,10022,277,67,1745166445260
0,2025-04-20T17:27:25.500+01:00,81,1,1258,7,10999,10022,276,67,1745166445500
0,2025-04-20T17:27:25.700+01:00,81,1,1258,7,10992,10022,276,68,1745166445700
0,2025-04-20T17:27:25.980+01:00,81,1,1258,7,10750,10022,273,16,1745166445980
0,2025-04-20T17:27:26.220+01:00,81,1,1258,7,10662,10022,269,1,1745166446220
0,2025-04-20T17:27:26.420+01:00,81,1,1258,7,10461,10022,265,0,1745166446420
0,2025-04-20T17:27:26.620+01:00,81,1,1258,7,10312,10022,261,0,1745166446620
0,2025-04-20T17:27:26.860+01:00,81,1,1258,7,10050,10022,257,0,1745166446860
0,2025-04-20T17:27:27.099+01:00,81,1,1258,7,9969,10022,251,0,1745166447099
100,2025-04-20T17:27:27.299+01:00,81,1,1258,7,9969,10022,246,0,1745166447299
100,2025-04-20T17:27:27.499+01:00,81,1,1258,7,9388,10022,239,0,1745166447499
100,2025-04-20T17:27:27.699+01:00,81,1,1258,7,8961,10022,227,0,1745166447699
100,2025-04-20T17:27:28.059+01:00,81,1,1258,7,10517,10022,208,0,1745166448059
100,2025-04-20T17:27:28.260+01:00,81,1,1258,5,10510,10022,196,0,1745166448260
100,2025-04-20T17:27:28.500+01:00,81,1,1258,4,11128,10022,186,0,1745166448500
0,2025-04-20T17:27:29.460+01:00,81,1,1258,4,10288,10022,169,32,1745166449460
0,2025-04-20T17:27:29.860+01:00,81,1,1258,4,10570,10022,169,59,1745166449860
0,2025-04-20T17:27:30.020+01:00,81,1,1258,4,10570,10022,173,62,1745166450020
0,2025-04-20T17:27:30.260+01:00,81,1,1258,4,10939,10022,176,68,1745166450260
0,2025-04-20T17:27:30.500+01:00,81,1,1258,4,11205,10022,178,69,1745166450500
0,2025-04-20T17:27:30.660+01:00,81,1,1258,4,11473,10022,185,69,1745166450660
0,2025-04-20T17:27:30.860+01:00,81,1,1258,4,11668,10022,188,70,1745166450860
0,2025-04-20T17:27:31.020+01:00,81,1,1258,4,11809,10022,191,70,1745166451020
0,2025-04-20T17:27:31.300+01:00,81,1,1258,4,10796,10022,196,70,1745166451300
0,2025-04-20T17:27:31.500+01:00,81,1,1258,5,10455,10022,199,72,1745166451500
0,2025-04-20T17:27:31.660+01:00,81,1,1258,5,10602,10022,201,71,1745166451660
0,2025-04-20T17:27:31.980+01:00,81,1,1258,5,10845,10022,207,71,1745166451980
0,2025-04-20T17:27:32.220+01:00,81,1,1258,5,10927,10022,210,71,1745166452220
0,2025-04-20T17:27:32.540+01:00,81,1,1258,5,11245,10022,214,71,1745166452540
0,2025-04-20T17:27:32.980+01:00,81,1,1258,5,11524,10022,219,74,1745166452980
0,2025-04-20T17:27:33.140+01:00,81,1,1258,5,11661,10022,221,73,1745166453140
0,2025-04-20T17:27:33.340+01:00,81,1,1258,5,11735,10022,223,72,1745166453340
0,2025-04-20T17:27:33.620+01:00,81,1,1258,5,10615,10022,223,74,1745166453620
0,2025-04-20T17:27:33.899+01:00,81,1,1258,6,10515,10022,229,74,1745166453899
0,2025-04-20T17:27:34.259+01:00,81,1,1258,6,10667,10022,232,76,1745166454259
0,2025-04-20T17:27:34.499+01:00,81,1,1258,6,10667,10022,235,76,1745166454499
0,2025-04-20T17:27:34.739+01:00,81,1,1258,6,10821,10022,237,76,1745166454739
0,2025-04-20T17:27:35.060+01:00,81,1,1258,6,10955,10022,240,74,1745166455060
0,2025-04-20T17:27:35.500+01:00,81,1,1258,6,11094,10022,243,70,1745166455500
0,2025-04-20T17:27:35.860+01:00,81,1,1258,6,11231,10022,246,69,1745166455860
0,2025-04-20T17:27:36.140+01:00,81,1,1258,6,11253,10022,247,69,1745166456140
0,2025-04-20T17:27:36.380+01:00,81,1,1258,6,11320,10022,249,69,1745166456380
0,2025-04-20T17:27:36.620+01:00,81,1,1258,6,11386,10022,250,68,1745166456620
0,2025-04-20T17:27:36.900+01:00,81,1,1258,6,11492,10022,252,69,1745166456900
0,2025-04-20T17:27:37.100+01:00,81,1,1258,6,11523,10022,252,69,1745166457100
0,2025-04-20T17:27:37.340+01:00,81,1,1258,6,11546,10022,254,69,1745166457340
0,2025-04-20T17:27:37.700+01:00,81,1,1258,6,11621,10022,255,69,1745166457700
0,2025-04-20T17:27:37.980+01:00,81,1,1258,6,11722,10022,257,71,1745166457980
0,2025-04-20T17:27:38.260+01:00,81,1,1258,6,11586,10022,258,71,1745166458260
0,2025-04-20T17:27:38.500+01:00,81,1,1258,7,10426,10022,259,71,1745166458500
0,2025-04-20T17:27:38.700+01:00,81,1,1258,7,10387,10022,260,71,1745166458700
0,2025-04-20T17:27:38.900+01:00,81,1,1258,7,10451,10022,261,71,1745166458900
0,2025-04-20T17:27:39.260+01:00,81,1,1258,7,10482,10022,262,70,1745166459260
0,2025-04-20T17:27:39.540+01:00,81,1,1258,7,10539,10022,263,69,1745166459540
0,2025-04-20T17:27:39.740+01:00,81,1,1258,7,10531,10022,264,68,1745166459740
0,2025-04-20T17:27:40.020+01:00,81,1,1258,7,10589,10022,265,67,1745166460020
0,2025-04-20T17:27:40.260+01:00,81,1,1258,7,10609,10022,265,67,1745166460260
0,2025-04-20T17:27:40.699+01:00,81,1,1258,7,10625,10022,266,64,1745166460699
0,2025-04-20T17:27:40.899+01:00,81,1,1258,7,10659,10022,267,64,1745166460899
0,2025-04-20T17:27:41.179+01:00,81,1,1258,7,10661,10022,267,64,1745166461179
0,2025-04-20T17:27:41.420+01:00,81,1,1258,7,10662,10022,267,64,1745166461420
0,2025-04-20T17:27:41.740+01:00,81,1,1258,7,10658,10022,267,64,1745166461740
0,2025-04-20T17:27:42.060+01:00,81,1,1258,7,10681,10022,267,64,1745166462060
0,2025-04-20T17:27:42.220+01:00,81,1,1258,7,10676,10022,268,64,1745166462220
0,2025-04-20T17:27:42.540+01:00,81,1,1258,7,10662,10022,268,64,1745166462540
0,2025-04-20T17:27:42.780+01:00,81,1,1258,7,10702,10022,268,64,1745166462780
0,2025-04-20T17:27:43.020+01:00,81,1,1258,7,10701,10022,268,63,1745166463020
0,2025-04-20T17:27:43.220+01:00,81,1,1258,7,10659,10022,268,62,1745166463220
0,2025-04-20T17:27:43.460+01:00,81,1,1258,7,10677,10022,267,60,1745166463460
0,2025-04-20T17:27:43.660+01:00,81,1,1258,7,10641,10022,268,60,1745166463660
0,2025-04-20T17:27:44.340+01:00,81,1,1258,7,10494,10022,263,3,1745166464340
0,2025-04-20T17:27:44.660+01:00,81,1,1258,7,10128,10022,258,0,1745166464660
100,2025-04-20T17:27:44.940+01:00,81,1,1258,7,9981,10022,255,0,1745166464940
100,2025-04-20T17:27:45.180+01:00,81,1,1258,7,9678,10022,245,0,1745166465180
100,2025-04-20T17:27:45.340+01:00,81,1,1258,7,9580,10022,242,0,1745166465340
100,2025-04-20T17:27:45.660+01:00,81,1,1258,7,8974,10022,228,0,1745166465660
100,2025-04-20T17:27:45.980+01:00,81,1,1258,7,8632,10022,223,0,1745166465980
100,2025-04-20T17:27:46.180+01:00,81,1,1258,7,8722,10022,207,0,1745166466180
100,2025-04-20T17:27:46.540+01:00,81,1,1258,5,11236,10022,194,0,1745166466540
100,2025-04-20T17:27:46.740+01:00,81,1,1258,4,11000,10022,184,0,1745166466740
100,2025-04-20T17:27:46.940+01:00,81,1,1258,4,10471,10022,176,0,1745166466940
100,2025-04-20T17:27:47.339+01:00,81,1,1258,3,11078,10022,157,0,1745166467339
100,2025-04-20T17:27:47.619+01:00,81,1,1258,3,10150,10022,145,0,1745166467619
100,2025-04-20T17:27:47.940+01:00,81,1,1258,3,9398,10022,135,0,1745166467940
100,2025-04-20T17:27:48.100+01:00,81,1,1258,3,8961,10022,128,0,1745166468100
100,2025-04-20T17:27:48.260+01:00,81,1,1258,3,8636,10022,126,0,1745166468260
100,2025-04-20T17:27:48.420+01:00,81,1,1258,3,8348,10022,126,0,1745166468420
100,2025-04-20T17:27:48.620+01:00,81,1,1258,3,8108,10022,118,0,1745166468620
100,2025-04-20T17:27:48.940+01:00,81,1,1258,3,7722,10022,112,0,1745166468940
100,2025-04-20T17:27:49.140+01:00,81,1,1258,3,7490,10022,108,0,1745166469140
0,2025-04-20T17:27:49.420+01:00,81,1,1258,3,7181,10022,104,0,1745166469420
0,2025-04-20T17:27:49.620+01:00,81,1,1258,3,7062,10022,100,0,1745166469620
0,2025-04-20T17:27:50.020+01:00,81,1,1258,3,6803,10022,96,0,1745166470020
0,2025-04-20T17:27:50.180+01:00,81,1,1258,3,6997,10022,94,1,1745166470180
0,2025-04-20T17:27:50.420+01:00,81,1,1258,3,6843,10022,94,12,1745166470420
0,2025-04-20T17:27:50.740+01:00,81,1,1258,3,7025,10022,95,23,1745166470740
0,2025-04-20T17:27:51.020+01:00,81,1,1258,3,7199,10022,98,29,1745166471020
0,2025-04-20T17:27:51.260+01:00,81,1,1258,3,7513,10022,101,37,1745166471260
0,2025-04-20T17:27:51.420+01:00,81,1,1258,3,7646,10022,105,39,1745166471420
0,2025-04-20T17:27:51.620+01:00,81,1,1258,3,7926,10022,108,42,1745166471620
0,2025-04-20T17:27:51.980+01:00,81,1,1258,3,8411,10022,115,46,1745166471980
0,2025-04-20T17:27:52.260+01:00,81,1,1258,3,8701,10022,119,48,1745166472260
0,2025-04-20T17:27:52.700+01:00,81,1,1258,3,9169,10022,128,50,1745166472700
0,2025-04-20T17:27:52.900+01:00,81,1,1258,3,9574,10022,128,50,1745166472900
0,2025-04-20T17:27:53.340+01:00,81,1,1258,3,9928,10022,139,50,1745166473340
0,2025-04-20T17:27:53.540+01:00,81,1,1258,3,10260,10022,143,50,1745166473540
0,2025-04-20T17:27:53.740+01:00,81,1,1258,3,10513,10022,146,50,1745166473740
0,2025-04-20T17:27:53.900+01:00,81,1,1258,3,10715,10022,149,49,1745166473900
0,2025-04-20T17:27:54.099+01:00,81,1,1258,3,10881,10022,152,49,1745166474099
0,2025-04-20T17:27:54.379+01:00,81,1,1258,3,11138,10022,155,47,1745166474379
0,2025-04-20T17:27:54.580+01:00,81,1,1258,3,11272,10022,157,46,1745166474580
0,2025-04-20T17:27:54.740+01:00,81,1,1258,3,11400,10022,158,45,1745166474740
0,2025-04-20T17:27:54.980+01:00,81,1,1258,3,11523,10022,161,44,1745166474980
0,2025-04-20T17:27:55.220+01:00,81,1,1258,3,11616,10022,162,43,1745166475220
0,2025-04-20T17:27:55.540+01:00,81,1,1258,3,11710,10022,164,40,1745166475540
0,2025-04-20T17:27:55.700+01:00,81,1,1258,3,11704,10022,165,39,1745166475700
0,2025-04-20T17:27:56.060+01:00,81,1,1258,3,11721,10022,165,34,1745166476060
0,2025-04-20T17:27:56.220+01:00,81,1,1258,3,11691,10022,165,32,1745166476220
0,2025-04-20T17:27:56.540+01:00,81,1,1258,3,11466,10022,162,11,1745166476540
0,2025-04-20T17:27:56.820+01:00,81,1,1258,3,11254,10022,160,0,1745166476820
0,2025-04-20T17:27:57.140+01:00,81,1,1258,3,11093,10022,158,0,1745166477140
